modelo,snapshot,modo,item_id,bloque,formato,principio,limpieza,repeticion,valor,estado_parseo,error,respuesta_cruda,timestamp
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,0,4,ok,,"SCORE: 4
REASON: Equal access is appealing, but ignoring need, effort, and contribution can make it only moderately fair.",2026-06-30T17:36:49.250790+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,1,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, but ignoring needs, effort, and contribution can create unfairness.",2026-06-30T17:36:52.034009+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,2,4,ok,,"SCORE: 4
REASON: Equal access is fair in some respects but ignores differences in need, effort, and contribution.",2026-06-30T17:36:53.968208+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,3,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, though ignoring differing needs and contributions can create unfairness.",2026-06-30T17:36:56.953188+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,4,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, though ignoring needs and contributions can create unfairness.",2026-06-30T17:36:59.694363+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,5,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, though ignoring needs and contributions can create unfair outcomes.",2026-06-30T17:37:01.758612+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,6,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, though ignoring needs and contributions can create some unfairness.",2026-06-30T17:37:04.034478+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,7,4,ok,,"SCORE: 4
REASON: Equal access is fair in one sense, but ignoring needs, effort, and contribution can also be unfair.",2026-06-30T17:37:07.096829+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,8,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, though it may overlook differing needs and contributions.",2026-06-30T17:37:08.968022+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,9,5,ok,,"SCORE: 5
REASON: Equal access is broadly fair, but it can be unfair when it ignores differing needs, efforts, or contributions.",2026-06-30T17:37:12.008681+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,0,3,ok,,"SCORE: 3
REASON: Equal outcomes have appeal, but ignoring effort, contribution, needs, and consequences seems often unfair.",2026-06-30T17:37:14.411448+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,1,3,ok,,"SCORE: 3
REASON: Strict equality can be fair in some respects but ignores effort, contribution, needs, and outcomes.",2026-06-30T17:37:16.327731+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,2,4,ok,,"SCORE: 4
REASON: Equal outcomes are fair in one respect but unfairly ignore effort, contribution, and need.",2026-06-30T17:37:20.338770+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,3,3,ok,,"SCORE: 3
REASON: Strict equality can be fair in some ways but ignores effort, contribution, and need.",2026-06-30T17:37:22.791139+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,4,3,ok,,"SCORE: 3
REASON: Strict equality can ignore effort, contribution, and differing needs.",2026-06-30T17:37:24.601793+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,5,3,ok,,"SCORE: 3
REASON: Equal outcomes can be appealing, but ignoring effort, contribution, and need seems unfair.",2026-06-30T17:37:27.580515+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,6,4,ok,,"SCORE: 4
REASON: Equal shares have some appeal but are unfair when they ignore effort, contribution, and need.",2026-06-30T17:37:30.655284+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,7,3,ok,,"SCORE: 3
REASON: Equal outcomes have some appeal but seem unfair when they ignore effort, contribution, quality, and need.",2026-06-30T17:37:34.645580+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,8,3,ok,,"SCORE: 3
REASON: Equal outcomes have appeal but ignoring effort, contribution, need, and overall welfare can be unfair.",2026-06-30T17:37:36.803377+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,9,4,ok,,"SCORE: 4
REASON: Equal distribution has fairness appeal but seems incomplete because it ignores needs, effort, and contributions.",2026-06-30T17:37:40.105721+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,0,6,ok,,"SCORE: 6
REASON: Equal social standing respects basic human dignity even when people differ in ability, effort, or contribution.",2026-06-30T17:37:43.550758+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,1,7,ok,,"SCORE: 7
REASON: Equal social standing respects the equal dignity of all people.",2026-06-30T17:37:46.755999+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,2,6,ok,,"SCORE: 6
REASON: Equal social standing is broadly fair because basic dignity should not depend on ability, effort, contribution, or need.",2026-06-30T17:37:52.085922+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,3,7,ok,,"SCORE: 7
REASON: Equal social status respects everyone’s inherent dignity.",2026-06-30T17:37:55.101430+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,4,6,ok,,"SCORE: 6
REASON: Equal social status supports basic human dignity despite differences in abilities or contributions.",2026-06-30T17:37:59.646845+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,5,7,ok,,"SCORE: 7
REASON: Equal social standing is fair because basic dignity should not depend on ability, effort, contribution, or need.",2026-06-30T17:38:04.157628+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,6,6,ok,,"SCORE: 6
REASON: Equal social standing is generally fair because basic dignity should not depend on productivity or ability.",2026-06-30T17:38:07.714500+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,7,6,ok,,"SCORE: 6
REASON: Equal social standing is broadly fair because basic dignity should not depend on productivity or ability.",2026-06-30T17:38:10.186342+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,8,6,ok,,"SCORE: 6
REASON: Equal social status is generally fair because basic dignity should not depend on ability, effort, or contribution.",2026-06-30T17:38:13.755919+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,9,7,ok,,"SCORE: 7
REASON: Equal social standing respects everyone’s basic dignity.",2026-06-30T17:38:17.263098+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but it can be unfair if it neglects individual needs or rights.",2026-06-30T17:38:20.085064+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,5,ok,,"SCORE: 5
REASON: Maximizing total good is often fair, but it can overlook individual needs and rights.",2026-06-30T17:38:22.697459+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness should also consider needs, effort, and rights.",2026-06-30T17:38:25.700731+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but it can be unfair if it ignores individual claims.",2026-06-30T17:38:28.833125+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but ignoring needs, effort, and contributions can be unfair.",2026-06-30T17:38:31.794052+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,5,ok,,"SCORE: 5
REASON: Producing the greatest total good is important, but fairness should also consider rights, effort, and needs.",2026-06-30T17:38:34.385228+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,5,ok,,"SCORE: 5
REASON: Maximizing overall good is important, but it can overlook individual rights and needs.",2026-06-30T17:38:37.006961+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,6,ok,,"SCORE: 6
REASON: Prioritizing the greatest total good is generally fair, though it can overlook individual needs or merit.",2026-06-30T17:38:39.478285+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,5,ok,,"SCORE: 5
REASON: Maximizing overall good is important, but fairness should also consider individual needs and contributions.",2026-06-30T17:38:42.622225+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but fairness should also protect individual needs and contributions.",2026-06-30T17:38:45.300511+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,4,ok,,"SCORE: 4
REASON: Maximizing total good is important, but it can be unfair if it ignores need, effort, and contribution.",2026-06-30T17:38:49.524646+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness should also consider need, effort, and contribution.",2026-06-30T17:38:52.250217+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness should also consider need, effort, and contribution.",2026-06-30T17:38:54.757931+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,5,ok,,"SCORE: 5
REASON: Maximizing overall good is important, but fairness should also consider need, effort, and contribution.",2026-06-30T17:38:57.842042+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness also requires attention to needs, effort, and contributions.",2026-06-30T17:39:01.777312+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but fairness should also consider need, effort, contribution, and individual circumstances.",2026-06-30T17:39:04.346383+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,5,ok,,"SCORE: 5
REASON: Maximizing total good is broadly fair but can overlook individual needs, effort, and deservedness.",2026-06-30T17:39:07.026382+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,4,ok,,"SCORE: 4
REASON: Maximizing total good can be fair in some cases, but it may neglect individual needs, effort, and rights.",2026-06-30T17:39:10.489396+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness may also require considering need, effort, and contribution.",2026-06-30T17:39:12.391373+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,4,ok,,"SCORE: 4
REASON: Maximizing overall good matters, but ignoring need, effort, and contribution can be unfair.",2026-06-30T17:39:15.112741+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,5,ok,,"SCORE: 5
REASON: Maximizing overall good is important, but fairness should also consider effort, contribution, ability, and need.",2026-06-30T17:39:17.595250+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,5,ok,,"SCORE: 5
REASON: Maximizing overall good matters, but it can be unfair if it ignores effort, contribution, and need.",2026-06-30T17:39:19.428213+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but fairness also depends on effort, contribution, and need.",2026-06-30T17:39:21.458962+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but fairness also requires attention to merit, rights, and needs.",2026-06-30T17:39:24.940458+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,5,ok,,"SCORE: 5
REASON: Maximizing overall good is important, but fairness should also consider effort, contribution, and need.",2026-06-30T17:39:28.233635+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,5,ok,,"SCORE: 5
REASON: Maximizing overall good is a fair goal, but it should not fully override merit or need.",2026-06-30T17:39:31.567218+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but fairness should also consider need, effort, contribution, and rights.",2026-06-30T17:39:34.334955+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but fairness should also consider contribution, effort, and needs.",2026-06-30T17:39:37.527656+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness should also consider effort, contribution, and need.",2026-06-30T17:39:40.464186+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness should also consider effort, contribution, and need.",2026-06-30T17:39:43.046029+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but ignoring effort, contribution, ability, and need can be unfair.",2026-06-30T17:39:45.126343+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,4,ok,,"SCORE: 4
REASON: Prioritizing total good has some appeal but can unfairly ignore individual merit, effort, contribution, and need.",2026-06-30T17:39:47.047353+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: Maximizing total good matters, but ignoring merit, contribution, and need can be unfair.",2026-06-30T17:39:48.963398+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: Maximizing total good matters, but ignoring merit, effort, contribution, and need seems unfair.",2026-06-30T17:39:52.583525+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,3,ok,,"SCORE: 3
REASON: It may promote overall welfare but can be unfair to individuals by ignoring merit, effort, contribution, and need.",2026-06-30T17:39:56.687028+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,4,ok,,"SCORE: 4
REASON: Prioritizing total good has some appeal but can be unfair to individuals’ merit, effort, and needs.",2026-06-30T17:39:59.954353+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: It may improve overall welfare but seems unfair if it ignores merit, effort, contribution, and need.",2026-06-30T17:40:04.202887+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,5,ok,,"SCORE: 5
REASON: Maximizing total good is important, but fairness also requires attention to effort, contribution, and needs.",2026-06-30T17:40:06.156486+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,4,ok,,"SCORE: 4
REASON: Maximizing overall good matters, but ignoring merit and needs seems only partly fair.",2026-06-30T17:40:09.527235+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,5,ok,,"SCORE: 5
REASON: Prioritizing overall good is fair in some cases, but it may ignore individual effort, merit, and need.",2026-06-30T17:40:11.480461+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,4,ok,,"SCORE: 4
REASON: It respects personal freedom but can allow severe social mistreatment without remedy.",2026-06-30T17:40:14.730433+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,4,ok,,"SCORE: 4
REASON: Freedom of association is fair in some respects, but unrestricted poor treatment by everyone can produce unfair social outcomes.",2026-06-30T17:40:17.978853+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: It protects basic freedom but allows severe social mistreatment without remedy.",2026-06-30T17:40:20.782286+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: Complete freedom in social treatment can allow severe exclusion or mistreatment without remedy.",2026-06-30T17:40:22.974937+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,4,ok,,"SCORE: 4
REASON: It respects personal freedom but can allow severe social mistreatment without protection.",2026-06-30T17:40:26.484461+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: It protects basic liberty but permits severe social mistreatment without remedy.",2026-06-30T17:40:29.659806+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,5,ok,,"SCORE: 5
REASON: Freedom in social behavior seems broadly fair, though it can allow harsh treatment without remedy.",2026-06-30T17:40:32.764931+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,4,ok,,"SCORE: 4
REASON: Freedom in social choices is important, but universal poor treatment can still be unfair.",2026-06-30T17:40:35.659824+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,8,3,ok,,"SCORE: 3
REASON: It protects some personal freedom but permits widespread harmful social treatment without safeguards.",2026-06-30T17:40:38.664400+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,9,4,ok,,"SCORE: 4
REASON: It protects basic freedoms but can allow severe social mistreatment without remedy.",2026-06-30T17:40:41.330909+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,3,ok,,"SCORE: 3
REASON: It protects voluntary exchange but allows severe unmet needs and inequality.",2026-06-30T17:40:44.584087+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,3,ok,,"SCORE: 3
REASON: It respects voluntary choice but can leave people without basic goods or services.",2026-06-30T17:40:47.790022+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: It respects individual freedom but may leave some people without basic necessities.",2026-06-30T17:40:50.910259+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: It allows freedom but provides no safeguards against severe deprivation or inequality.",2026-06-30T17:40:53.935351+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,3,ok,,"SCORE: 3
REASON: It allows freedom but provides no protection against severe deprivation or inequality.",2026-06-30T17:40:56.894537+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: It respects voluntary choice but allows severe unmet needs and inequality.",2026-06-30T17:41:00.357565+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: It respects individual freedom but can leave people without basic goods or fair opportunities.",2026-06-30T17:41:03.379249+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: It protects voluntary exchange but allows severe unmet needs and inequality.",2026-06-30T17:41:06.303289+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,8,4,ok,,"SCORE: 4
REASON: It respects individual freedom but may leave people without basic goods or services.",2026-06-30T17:41:09.282453+00:00
gpt-5.5,gpt-5.5-2026-04-23,low,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: Freedom in exchange is valuable, but having no guarantees for basic needs can be unfair.",2026-06-30T17:41:12.749861+00:00
