run,modelo,situacion,set_id,repeticion,orden,perfil_1,perfil_2,perfil_3,estado_parseo,monto_1,monto_2,monto_3,share_1,share_2,share_3,nota,error_api,cruda
20260722_191602,deepseek-v4-pro,trabajo,2,2,102,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,7000,6000,5000,0.3888888888888889,0.3333333333333333,0.2777777777777778,suma=18000,,"AMOUNTS: 7000, 6000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,2,3,201,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,ok,6000,5000,7000,0.3333333333333333,0.2777777777777778,0.3888888888888889,suma=18000,,"AMOUNTS: 6000, 5000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,2,4,012,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,5000,7000,6000,0.2777777777777778,0.3888888888888889,0.3333333333333333,suma=18000,,"AMOUNTS: 5000, 7000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,2,5,012,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,5000,7000,6000,0.2777777777777778,0.3888888888888889,0.3333333333333333,suma=18000,,"AMOUNTS: 5000, 7000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,2,6,102,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,7000,5500,5500,0.3888888888888889,0.3055555555555556,0.3055555555555556,suma=18000,,"AMOUNTS: 7000, 5500, 5500"
20260722_191602,deepseek-v4-pro,trabajo,2,7,102,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,7000,6000,5000,0.3888888888888889,0.3333333333333333,0.2777777777777778,suma=18000,,"AMOUNTS: 7000, 6000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,2,8,120,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,7000,6500,4500,0.3888888888888889,0.3611111111111111,0.25,suma=18000,,"AMOUNTS: 7000, 6500, 4500"
20260722_191602,deepseek-v4-pro,trabajo,2,9,201,anos=2;dedic=1;desemp=3;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Marko;origen=eslavo;pareja=2;salud=2,ok,6120,5220,6660,0.34,0.29,0.37,suma=18000,,"AMOUNTS: 6120, 5220, 6660"
20260722_191602,deepseek-v4-pro,trabajo,3,0,120,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,ok,6500,4500,7000,0.3611111111111111,0.25,0.3888888888888889,suma=18000,,"AMOUNTS: 6500, 4500, 7000"
20260722_191602,deepseek-v4-pro,trabajo,3,1,021,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,7000,5000,6000,0.3888888888888889,0.2777777777777778,0.3333333333333333,suma=18000,,"AMOUNTS: 7000, 5000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,3,2,021,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,8000,4000,6000,0.4444444444444444,0.2222222222222222,0.3333333333333333,suma=18000,,"AMOUNTS: 8000, 4000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,3,3,210,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,ok,5000,6000,7000,0.2777777777777778,0.3333333333333333,0.3888888888888889,suma=18000,,"AMOUNTS: 5000, 6000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,3,4,201,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,ok,4500,7000,6500,0.25,0.3888888888888889,0.3611111111111111,suma=18000,,"AMOUNTS: 4500, 7000, 6500"
20260722_191602,deepseek-v4-pro,trabajo,3,5,012,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,ok,8000,6000,4000,0.4444444444444444,0.3333333333333333,0.2222222222222222,suma=18000,,"AMOUNTS: 8000, 6000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,3,6,102,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,ok,6500,7000,4500,0.3611111111111111,0.3888888888888889,0.25,suma=18000,,"AMOUNTS: 6500, 7000, 4500"
20260722_191602,deepseek-v4-pro,trabajo,3,7,102,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,ok,6000,8000,4000,0.3333333333333333,0.4444444444444444,0.2222222222222222,suma=18000,,"AMOUNTS: 6000, 8000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,3,8,102,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,ok,7000,6000,5000,0.3888888888888889,0.3333333333333333,0.2777777777777778,suma=18000,,"AMOUNTS: 7000, 6000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,3,9,210,anos=2;dedic=1;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,ok,5000,7000,6000,0.2777777777777778,0.3888888888888889,0.3333333333333333,suma=18000,,"AMOUNTS: 5000, 7000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,4,0,021,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,7500,2250,8250,0.4166666666666667,0.125,0.4583333333333333,suma=18000,,"AMOUNTS: 7500, 2250, 8250"
20260722_191602,deepseek-v4-pro,trabajo,4,1,102,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,ok,7000,6000,5000,0.3888888888888889,0.3333333333333333,0.2777777777777778,suma=18000,,"AMOUNTS: 7000, 6000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,4,2,012,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,ok,6353,7412,4235,0.35294444444444445,0.4117777777777778,0.23527777777777778,suma=18000,,"AMOUNTS: 6353, 7412, 4235"
20260722_191602,deepseek-v4-pro,trabajo,4,3,120,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,ok,6000,5000,7000,0.3333333333333333,0.2777777777777778,0.3888888888888889,suma=18000,,"AMOUNTS: 6000, 5000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,4,4,210,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,ok,4500,7000,6500,0.25,0.3888888888888889,0.3611111111111111,suma=18000,,"AMOUNTS: 4500, 7000, 6500"
20260722_191602,deepseek-v4-pro,trabajo,4,5,021,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,6632,3789,7579,0.36844444444444446,0.2105,0.42105555555555557,suma=18000,,"AMOUNTS: 6632, 3789, 7579"
20260722_191602,deepseek-v4-pro,trabajo,4,6,120,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,ok,7875,3375,6750,0.4375,0.1875,0.375,suma=18000,,"AMOUNTS: 7875, 3375, 6750"
20260722_191602,deepseek-v4-pro,trabajo,4,7,012,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,ok,6500,7500,4000,0.3611111111111111,0.4166666666666667,0.2222222222222222,suma=18000,,"AMOUNTS: 6500, 7500, 4000"
20260722_191602,deepseek-v4-pro,trabajo,4,8,210,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,ok,3000,8000,7000,0.16666666666666666,0.4444444444444444,0.3888888888888889,suma=18000,,"AMOUNTS: 3000, 8000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,4,9,021,anos=8;dedic=1;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=1;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,6300,3600,8100,0.35,0.2,0.45,suma=18000,,"AMOUNTS: 6300, 3600, 8100"
20260722_191602,deepseek-v4-pro,trabajo,5,0,210,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=16;dedic=3;desemp=2;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=3;desemp=3;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,4000,7000,7000,0.2222222222222222,0.3888888888888889,0.3888888888888889,suma=18000,,"AMOUNTS: 4000, 7000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,5,1,120,anos=16;dedic=3;desemp=2;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=8;dedic=3;desemp=3;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,6000,5000,7000,0.3333333333333333,0.2777777777777778,0.3888888888888889,suma=18000,,"AMOUNTS: 6000, 5000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,5,2,012,anos=8;dedic=3;desemp=3;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=16;dedic=3;desemp=2;genero=m;hijos=2;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,ok,6500,7500,4000,0.3611111111111111,0.4166666666666667,0.2222222222222222,suma=18000,,"AMOUNTS: 6500, 7500, 4000"
