modelo,modo,item_id,bloque,formato,principio,limpieza,repeticion,valor,estado_parseo,error,respuesta_cruda,timestamp
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,3,2,ok,,"SCORE: 2
REASON: Equal distribution ignores relevant differences in effort, contribution, and need, which most fairness intuitions consider important.",2026-07-03T18:30:47.784655+00:00
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,4,2,ok,,"SCORE: 2
REASON: Ignoring all relevant factors like need, effort, contribution, and consequences makes this rigid equality unfair to most reasonable conceptions of justice.",2026-07-03T18:30:53.399805+00:00
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,5,2,ok,,"SCORE: 2
REASON: Ignoring effort, contribution, need, and societal benefit entirely makes this distribution unfair to those who work harder or have greater needs.",2026-07-03T18:30:59.992905+00:00
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,6,2,ok,,"SCORE: 2
REASON: Ignoring individual needs, contributions, and societal benefit makes strict equal distribution ethically problematic and unfair.",2026-07-03T18:31:05.195666+00:00
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,7,2,ok,,"SCORE: 2
REASON: This distribution ignores morally relevant factors like need, effort, contribution, and overall well-being, making it unfair under virtually every major theory of justice.",2026-07-03T18:31:10.612059+00:00
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,8,2,ok,,"SCORE: 2
REASON: While strict equality has some moral appeal, ignoring needs, effort, contribution, and consequences entirely makes this distribution deeply unfair in most realistic circumstances.",2026-07-03T18:31:16.027588+00:00
glm-5.2,xhigh,CDJS_Equali_G,A_declarado_cdjs_largo,escala,igualdad,limpio,9,2,ok,,"SCORE: 2
REASON: Strict equality that ignores effort, contribution, need, and consequences violates multiple widely held principles of fairness simultaneously.",2026-07-03T18:31:20.276635+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,0,2,ok,,"SCORE: 2
REASON: Ignoring effort, contribution, and individual needs makes strict equality unfair in practice.",2026-07-03T18:31:25.163554+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,1,2,ok,,"SCORE: 2
REASON: A distribution that ignores needs, effort, contribution, and consequences entirely fails to account for morally relevant differences between people.",2026-07-03T18:31:29.759934+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,2,2,ok,,"SCORE: 2
REASON: Distributing wealth and income equally without considering effort, contribution, or need fails to incentivize hard work or address individual circumstances.",2026-07-03T18:31:35.299407+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,3,2,ok,,"SCORE: 2
REASON: Strict equality ignoring effort, contribution, need, and consequences ignores most factors that people reasonably view as relevant to fair distribution.",2026-07-03T18:31:42.619006+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,4,2,ok,,"SCORE: 2
REASON: Strict equality ignoring all other factors like effort, contribution, and need strikes most people as deeply unfair.",2026-07-03T18:31:46.644025+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,5,2,ok,,"SCORE: 2
REASON: Strict equality that ignores effort, contribution, need, and overall welfare conflicts with most widely held principles of distributive justice.",2026-07-03T18:31:59.184542+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,6,2,ok,,"SCORE: 2
REASON: Strict equality ignoring all other morally relevant factors like need, effort, and contribution is difficult to justify as fair under most theories of distributive justice.",2026-07-03T18:32:06.874237+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,7,2,ok,,"SCORE: 2
REASON: Strict equality ignoring effort, contribution, need, and consequences fails to account for factors that most theories of justice consider morally relevant.",2026-07-03T18:32:11.501705+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,8,2,ok,,"SCORE: 2
REASON: A distribution that ignores effort, contribution, need, and consequences entirely fails to account for factors that most theories of justice consider morally relevant.",2026-07-03T18:32:17.179422+00:00
glm-5.2,xhigh,CDJS_Equali_W,A_declarado_cdjs_largo,escala,igualdad,limpio,9,2,ok,,"SCORE: 2
REASON: Ignoring effort, contribution, and specific needs makes strict equality unfair in most practical and theoretical frameworks.",2026-07-03T18:32:22.859895+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,0,2,ok,,"SCORE: 2
REASON: Complete equality of status regardless of any consideration—effort, contribution, need, or utility—conflicts with virtually every principle of distributive justice.",2026-07-03T18:32:29.701185+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,1,2,ok,,"SCORE: 2
REASON: Equal social standing ignores meaningful differences in contribution, effort, and need, making it unfair to those who contribute more or have greater needs.",2026-07-03T18:32:36.059569+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,2,2,ok,,"SCORE: 2
REASON: Total equality of status ignores important factors like effort, contribution, and individual needs.",2026-07-03T18:32:43.691633+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,3,2,ok,,"SCORE: 2
REASON: Equal social standing regardless of any merit, need, or consequential considerations ignores all major principles of distributive justice simultaneously.",2026-07-03T18:32:52.628449+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,4,2,ok,,"SCORE: 2
REASON: Complete disregard for all relevant factors like need, effort, and contribution makes this extreme position difficult to defend as fair.",2026-07-03T18:32:57.807599+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,5,2,ok,,"SCORE: 2
REASON: Complete equality of social standing that ignores all considerations of merit, contribution, need, and societal benefit is too extreme to be considered fair by most standards of justice.",2026-07-03T18:33:05.600183+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,6,3,ok,,"SCORE: 3
REASON: Equal social standing has moral appeal, but ignoring effort, contribution, and need entirely makes it difficult to justify as fully fair.",2026-07-03T18:33:13.072559+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,7,2,ok,,"SCORE: 2
REASON: Equal basic social standing has some moral appeal, but ignoring effort, contribution, need, and consequences entirely makes this distribution deeply unfair.",2026-07-03T18:33:18.759505+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,8,2,ok,,"SCORE: 2
REASON: Equal social standing regardless of effort, contribution, or need ignores nearly all widely accepted principles of distributive justice.",2026-07-03T18:33:25.329001+00:00
glm-5.2,xhigh,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,9,2,ok,,"SCORE: 2
REASON: Complete equality of social standing that ignores effort, contribution, need, and societal benefit conflicts with most major principles of distributive justice simultaneously.",2026-07-03T18:33:33.001758+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,3,ok,,"SCORE: 3
REASON: While maximizing total good has some moral appeal, ignoring people's efforts, contributions, and specific needs entirely seems to neglect important aspects of fairness.",2026-07-03T18:33:43.060917+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,4,ok,,"SCORE: 4
REASON: Maximizing total good is important but can justify treating individuals unjustly if merit, effort, and need are entirely disregarded.",2026-07-03T18:33:49.451962+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,3,ok,,"SCORE: 3
REASON: While maximizing total good has some moral appeal, ignoring individual effort, contribution, and need entirely can lead to serious unfairness for particular persons.",2026-07-03T18:33:58.593398+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: While maximizing total good is an important consideration, ignoring merit, effort, and need entirely can lead to serious injustices for individuals.",2026-07-03T18:34:06.603572+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,4,ok,,"SCORE: 4
REASON: This approach prioritizes overall societal welfare but may overlook individual merit and specific needs.",2026-07-03T18:34:12.295802+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: Maximizing total good is important, but ignoring individual effort and specific needs can lead to unfair outcomes for individuals.",2026-07-03T18:34:17.379583+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,4,ok,,"SCORE: 4
REASON: Maximizing total welfare is a legitimate moral consideration, but completely ignoring desert, effort, and need risks treating individuals merely as means to aggregate ends.",2026-07-03T18:34:27.746403+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: Prioritizing aggregate well-being while ignoring individual needs, effort, and contributions risks treating people unjustly as mere means to an end.",2026-07-03T18:34:38.534507+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,4,ok,,"SCORE: 4
REASON: Maximizing total good has moral merit, but entirely disregarding effort, contribution, and need strikes me as an incomplete account of fairness.",2026-07-03T18:34:46.369607+00:00
glm-5.2,xhigh,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,4,ok,,"SCORE: 4
REASON: Maximizing total good is a legitimate moral consideration, but entirely disregarding effort, contribution, and need risks sacrificing individual fairness for aggregate outcomes.",2026-07-03T18:34:55.425697+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,4,ok,,"SCORE: 4
REASON: Maximizing total good is a legitimate consideration, but fairness also requires attention to individual desert, effort, contribution, and need rather than aggregate outcomes alone.",2026-07-03T18:35:03.164792+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,3,ok,,"SCORE: 3
REASON: Maximizing total good has some moral appeal, but entirely ignoring effort, contribution, and need neglects important considerations of desert and individual circumstances.",2026-07-03T18:35:09.543539+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,3,ok,,"SCORE: 3
REASON: Maximizing total good matters, but ignoring desert and need entirely can lead to deeply unfair outcomes for individuals.",2026-07-03T18:35:18.032521+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,4,ok,,"SCORE: 4
REASON: Maximizing total good is a reasonable consideration, but ignoring people's needs, efforts, and contributions entirely raises serious fairness concerns.",2026-07-03T18:35:22.640844+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,3,ok,,"SCORE: 3
REASON: Maximizing total good has some appeal, but ignoring effort, contribution, and need entirely makes this approach morally incomplete as a principle of distributive justice.",2026-07-03T18:35:28.575483+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: Maximizing total good matters, but ignoring effort, contribution, and need entirely conflicts with core fairness intuitions about what people deserve.",2026-07-03T18:35:37.414017+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,2,ok,,"SCORE: 2
REASON: Maximizing total good while entirely ignoring need, effort, and contribution neglects individual desert and basic entitlements.",2026-07-03T18:35:42.946807+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: Maximizing total good matters, but ignoring effort, contribution, and need entirely neglects individual desert and basic entitlements.",2026-07-03T18:35:51.820702+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,4,ok,,"SCORE: 4
REASON: Maximizing total good has moral weight, but ignoring effort, contribution, and need entirely makes this an incomplete and potentially unfair basis for distribution.",2026-07-03T18:36:03.321914+00:00
glm-5.2,xhigh,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,4,ok,,"SCORE: 4
REASON: Maximizing total good is an important consideration, but ignoring effort, contribution, and need entirely would overlook other morally relevant factors in fair distribution.",2026-07-03T18:36:09.222406+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,3,ok,,"SCORE: 3
REASON: Maximizing total societal good is important, but ignoring individual effort, contribution, and specific needs risks exploiting some for the benefit of others.",2026-07-03T18:36:16.514744+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,4,ok,,"SCORE: 4
REASON: Maximizing total good has moral appeal, but ignoring effort, contribution, and need entirely undermines important intuitions about desert and individual claims.",2026-07-03T18:36:22.751875+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: Maximizing total good has moral appeal, but completely disregarding people's effort, contribution, and needs seems to neglect important fairness considerations.",2026-07-03T18:36:31.519624+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,4,ok,,"SCORE: 4
REASON: Maximizing total good is a legitimate consideration, but ignoring effort, contribution, and need entirely makes this principle incomplete as a standard of fairness.",2026-07-03T18:36:39.216076+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,3,ok,,"SCORE: 3
REASON: Maximizing total good has some moral appeal, but ignoring effort, contribution, and need entirely would undermine important fairness considerations and individual desert.",2026-07-03T18:36:49.411458+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,4,ok,,"SCORE: 4
REASON: Maximizing total good is a legitimate consideration, but ignoring effort, contribution, and need entirely makes this approach incomplete as a principle of distributive justice.",2026-07-03T18:36:55.242168+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: Maximizing total good is a relevant consideration, but ignoring effort, contribution, and need entirely makes this approach morally incomplete as a principle of distributive justice.",2026-07-03T18:37:04.073610+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: While producing good outcomes matters, distribution should also meaningfully consider people's needs, efforts, and contributions rather than relying solely on maximizing total welfare.",2026-07-03T18:37:14.673705+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,3,ok,,"SCORE: 3
REASON: Maximizing total good has moral relevance, but ignoring effort, contribution, and need entirely makes such a distribution significantly unfair.",2026-07-03T18:37:22.866708+00:00
glm-5.2,xhigh,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: While maximizing total good has some moral appeal, completely disregarding people's effort, contribution, and need makes this distribution principle unfair to individuals.",2026-07-03T18:37:34.091753+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: Determining social standing solely by aggregate utility unjustly ignores individual merit, effort, and specific needs.",2026-07-03T18:37:42.695023+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,2,ok,,"SCORE: 2
REASON: Determining social standing solely by aggregate utility ignores individual effort, contribution, and need, which most fairness intuitions consider morally relevant.",2026-07-03T18:37:50.711885+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,3,ok,,"SCORE: 3
REASON: Maximizing overall good is important, but entirely ignoring individual effort and contribution feels unfair.",2026-07-03T18:37:59.043008+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,2,ok,,"SCORE: 2
REASON: Basing social standing solely on aggregate utility ignores individual merit, effort, and personal contribution.",2026-07-03T18:38:04.340158+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,3,ok,,"SCORE: 3
REASON: Maximizing total good matters, but completely ignoring people's effort, contribution, and need makes this approach to determining social standing morally incomplete and potentially unjust to individuals.",2026-07-03T18:38:10.313046+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,2,ok,,"SCORE: 2
REASON: Basing social standing solely on utilitarian outcomes ignores individual merit, effort, and specific needs, which makes it fundamentally unfair.",2026-07-03T18:38:18.821886+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,,sin_numero,,,2026-07-03T18:38:36.043176+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: Basing social standing solely on utilitarian outcomes ignores individual merit and need, which are central to most fairness intuitions.",2026-07-03T18:38:42.470708+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,2,ok,,"SCORE: 2
REASON: Determining social standing purely by aggregate utility ignores desert, effort, and individual needs, making it unfair to those who contribute meaningfully but are assigned low status for the sake of total good.",2026-07-03T18:38:50.954216+00:00
glm-5.2,xhigh,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,2,ok,,"SCORE: 2
REASON: Determining social standing solely by aggregate utility ignores individual merit and desert, making it fundamentally unfair.",2026-07-03T18:38:58.544976+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: While minimal restrictions prevent direct harm, allowing unrestricted social behavior risks systemic unfairness where individuals could be universally mistreated without recourse.",2026-07-03T18:39:05.087061+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,2,ok,,"SCORE: 2
REASON: Allowing unrestricted social mistreatment permits systemic exclusion and arbitrary hardship that most conceptions of distributive justice would find unfair.",2026-07-03T18:39:10.984239+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,2,ok,,"SCORE: 2
REASON: Allowing people to be universally treated poorly without any social restrictions or protections is largely unfair, even if basic physical harms are prohibited.",2026-07-03T18:39:17.458815+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,2,ok,,"SCORE: 2
REASON: While basic protections against physical harm and theft exist, allowing completely unrestricted social behavior permits systemic social exclusion and mistreatment that most conceptions of distributive justice would find unfair.",2026-07-03T18:39:25.918527+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,3,ok,,"SCORE: 3
REASON: While respecting personal freedom, a system permitting unchecked social cruelty or exclusion toward individuals lacks safeguards against distributive unfairness in social treatment.",2026-07-03T18:39:34.916750+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,2,ok,,"SCORE: 2
REASON: Allowing unrestricted negative social treatment can lead to severe social inequalities and exclusion, which is fundamentally unfair.",2026-07-03T18:39:43.664760+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,2,ok,,"SCORE: 2
REASON: A system with no protections against arbitrary social mistreatment allows systemic inequality and exclusion to go unaddressed, making outcomes largely dependent on the whims of others rather than any fair process.",2026-07-03T18:39:51.047855+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,2,ok,,"SCORE: 2
REASON: Allowing unrestricted social mistreatment without any保障 of basic dignities fails to protect vulnerable individuals from collective cruelty or ostracism.",2026-07-03T18:39:58.062239+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,8,2,ok,,"SCORE: 2
REASON: A system permitting unrestricted poor treatment of individuals lacks basic protections for dignity and allows severe, unremedied unfairness in social outcomes.",2026-07-03T18:40:05.137586+00:00
glm-5.2,xhigh,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,9,2,ok,,"SCORE: 2
REASON: Allowing unrestricted social mistreatment means individuals can be subjected to severe unfairness through no fault of their own, even if physical harm and theft are prohibited.",2026-07-03T18:40:13.855885+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: A system with no guaranteed minimum and no limits on accumulation leaves the most vulnerable without protection and permits extreme inequality.",2026-07-03T18:40:20.759741+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,3,ok,,"SCORE: 3
REASON: This scenario lacks a safety net for basic needs, which many consider a requirement for a fair society.",2026-07-03T18:40:31.298900+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,3,ok,,"SCORE: 3
REASON: While freedom from coercion has some appeal, a system with no guarantees of basic needs or limits on accumulation risks leaving vulnerable people without access to essentials.",2026-07-03T18:40:38.707092+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,2,ok,,"SCORE: 2
REASON: A system with no guarantees of basic needs and no limits on accumulation leaves vulnerable people unprotected and permits extreme inequality.",2026-07-03T18:40:44.319647+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,2,ok,,"SCORE: 2
REASON: A system with no guarantees for basic needs leaves vulnerable individuals unprotected from circumstances beyond their control.",2026-07-03T18:40:55.965564+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: While this system maximizes individual freedom, the complete absence of guaranteed basic needs creates unacceptable risks for the vulnerable.",2026-07-03T18:41:07.067892+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: While respecting voluntary exchange, a system with no guarantees of basic needs or safeguards against extreme inequality risks leaving vulnerable people without access to essentials.",2026-07-03T18:41:15.655029+00:00
glm-5.2,xhigh,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: While voluntary exchange has some fairness, a system with no guarantees of basic needs or limits on accumulation risks leaving vulnerable people without access to essentials.",2026-07-03T18:41:22.741281+00:00
