modelo,modo,item_id,bloque,formato,principio,limpieza,repeticion,valor,estado_parseo,error,respuesta_cruda,timestamp
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,1,2,ok,,"SCORE: 2
REASON: Equal status regardless of effort or contribution seems unjust because it fails to reward merit.",2026-06-30T16:31:09.735670+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,2,2,ok,,"SCORE: 2
REASON: It is unfair because it ignores differences in effort, contribution, and needs that typically justify unequal outcomes.",2026-06-30T16:31:13.619480+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,3,2,ok,,"SCORE: 2
REASON: It ignores individual merit, effort, and contribution which are commonly considered relevant for fair distribution.",2026-06-30T16:31:18.177709+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,4,3,ok,,"SCORE: 3
REASON: It does not account for differences in individual contributions and efforts.",2026-06-30T16:31:21.879894+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,5,2,ok,,"SCORE: 2
REASON: Ignoring differences in effort and contribution makes equal status seem arbitrary and unjust.",2026-06-30T16:31:25.551020+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,6,2,ok,,"SCORE: 2
REASON: It disregards individual merit and effort, making equal status regardless of contribution seem unjust.",2026-06-30T16:31:29.207560+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,7,2,ok,,"SCORE: 2
REASON: It disregards individual differences in effort and contribution, which undermines notions of fairness based on merit.",2026-06-30T16:31:32.813791+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,8,2,ok,,"SCORE: 2
REASON: Equal status regardless of contribution undermines fairness by ignoring individual effort and merit.",2026-06-30T16:31:36.375982+00:00
deepseek-v4-pro,thinking,CDJS_Equali_S,A_declarado_cdjs_largo,escala,igualdad,limpio,9,2,ok,,"SCORE: 2
REASON: Equal status regardless of contribution undermines incentives and fairness.",2026-06-30T16:31:40.583636+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: It disregards individual merit and needs in favor of aggregate utility, which can produce unjust outcomes.",2026-06-30T16:31:43.985473+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,2,ok,,"SCORE: 2
REASON: It ignores individual merit and need, which are essential for fairness.",2026-06-30T16:31:46.902013+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,2,ok,,"SCORE: 2
REASON: It treats individuals as mere means to maximize total good, disregarding their efforts, contributions, and personal needs.",2026-06-30T16:31:50.371996+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,2,ok,,"SCORE: 2
REASON: Prioritizing total good over individual merits and needs can overlook basic fairness to persons.",2026-06-30T16:31:53.590474+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,2,ok,,"SCORE: 2
REASON: Utilitarianism may ignore individual merit and needs, making it seem unfair.",2026-06-30T16:31:56.616294+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: It disregards individual deserts and needs, which can lead to unfair treatment of minorities or the disadvantaged for the sake of aggregate good.",2026-06-30T16:31:59.689720+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: Utilitarianism ignores individual merit and need, making it somewhat unfair.",2026-06-30T16:32:03.456939+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,2,ok,,"SCORE: 2
REASON: It dismisses individual merit and needs, which are central to fairness.",2026-06-30T16:32:06.665789+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,2,ok,,"SCORE: 2
REASON: It disregards individual merit, effort, and need, which are central to fairness in most justice frameworks.",2026-06-30T16:32:11.526005+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_T,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: It overlooks individual merit and needs, which are important for fairness.",2026-06-30T16:32:15.730814+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,3,ok,,"SCORE: 3
REASON: This utilitarian principle disregards individual contributions and specific needs, which many consider unfair.",2026-06-30T16:32:19.747015+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,3,ok,,"SCORE: 3
REASON: Utilitarianism overlooks individual merit and needs, which can be unfair.",2026-06-30T16:32:22.878147+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: While maximizing total good has merit, it can overlook individual claims and fairness based on effort or need.",2026-06-30T16:32:25.269654+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,4,ok,,"SCORE: 4
REASON: It balances overall welfare with individual fairness but may overlook personal merit and need.",2026-06-30T16:32:28.537748+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,4,ok,,"SCORE: 4
REASON: It balances overall welfare but can overlook individual deservingness.",2026-06-30T16:32:31.844307+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,2,ok,,"SCORE: 2
REASON: It disregards individual contributions and needs, which can lead to unfair sacrifices for the supposed greater good.",2026-06-30T16:32:35.083714+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,4,ok,,"SCORE: 4
REASON: It prioritizes overall welfare but may neglect individual merit and needs.",2026-06-30T16:32:39.096854+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,2,ok,,"SCORE: 2
REASON: It neglects individual merit and need, which are commonly considered fair principles for distribution.",2026-06-30T16:32:43.977200+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,3,ok,,"SCORE: 3
REASON: It prioritizes aggregate good over individual deservingness, which can be unjust to those who contribute more.",2026-06-30T16:32:48.331013+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_G,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: Utilitarianism may ignore individual contributions and legitimate claims, making it seem somewhat unfair.",2026-06-30T16:32:53.528906+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,3,ok,,"SCORE: 3
REASON: It disregards individual merit and effort, which many consider central to fairness.",2026-06-30T16:32:57.748767+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,2,ok,,"SCORE: 2
REASON: It disregards individual effort and contribution, which are typically considered fair bases for distribution.",2026-06-30T16:33:01.199537+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,2,ok,,"SCORE: 2
REASON: It is unfair because it disregards individual effort, contribution, and need in favor of aggregate utility.",2026-06-30T16:33:04.950680+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: This approach disregards individual effort and contribution, which many consider crucial for fairness.",2026-06-30T16:33:09.945575+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,2,ok,,"SCORE: 2
REASON: This principle ignores individual merit and need, potentially rewarding or penalizing people arbitrarily for the sake of overall good.",2026-06-30T16:33:14.473532+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,4,ok,,"SCORE: 4
REASON: It promotes overall welfare but may override individual merit and needs.",2026-06-30T16:33:19.112629+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: It disregards individual merit and need, which are central to most fairness intuitions.",2026-06-30T16:33:24.169958+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: This approach ignores individual merit and needs, which makes it seem unfair despite aiming for overall good.",2026-06-30T16:33:29.033858+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,2,ok,,"SCORE: 2
REASON: It ignores individual effort, merit, and needs, potentially sacrificing fairness for aggregate utility.",2026-06-30T16:33:33.122231+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_W,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: It disregards individual effort and need, which are key to most people's sense of fairness.",2026-06-30T16:33:38.714527+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: Basing status solely on aggregate utility ignores individual merit and needs, making it highly unfair.",2026-06-30T16:33:42.005201+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,1,3,ok,,"SCORE: 3
REASON: It disregards individual effort and contribution in favor of aggregate outcomes, which can seem unfair to those who work hard or produce quality work.",2026-06-30T16:33:45.589915+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,2,2,ok,,"SCORE: 2
REASON: It is unfair because it ignores individual merits, efforts, and needs in favor of a purely utilitarian calculation that could justify unequal or arbitrary status assignments.",2026-06-30T16:33:49.410831+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,3,2,ok,,"SCORE: 2
REASON: It disregards individual merit and need, which are essential for fairness.",2026-06-30T16:33:53.465110+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,4,4,ok,,"SCORE: 4
REASON: It balances collective welfare against individual recognition, but prioritizing overall good can neglect personal merit and needs.",2026-06-30T16:33:56.642720+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,5,2,ok,,"SCORE: 2
REASON: It disregards individual merit, effort, and needs in favor of a purely aggregate outcome.",2026-06-30T16:34:00.706302+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,6,2,ok,,"SCORE: 2
REASON: It ignores personal effort and contribution, which are essential for fairness.",2026-06-30T16:34:05.106842+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,7,3,ok,,"SCORE: 3
REASON: It neglects individual merit and deserts, which are important for fairness.",2026-06-30T16:34:08.891282+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,8,4,ok,,"SCORE: 4
REASON: It balances maximizing overall good against ignoring individual merit and needs, making it moderately fair.",2026-06-30T16:34:11.282067+00:00
deepseek-v4-pro,thinking,CDJS_Utilit_S,A_declarado_cdjs_largo,escala,bienestar_utilitario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: It undermines individual merit and effort, which seems unfair.",2026-06-30T16:34:15.803780+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,3,ok,,"SCORE: 3
REASON: It permits social harm and inequality without any corrective mechanisms.",2026-06-30T16:34:19.993096+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,2,ok,,"SCORE: 2
REASON: This system permits arbitrary social mistreatment, undermining fairness in how people are treated.",2026-06-30T16:34:24.436924+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,2,ok,,"SCORE: 2
REASON: Lack of protections against poor treatment undermines fair social outcomes.",2026-06-30T16:34:30.432518+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: Allowing unrestricted social treatment can lead to arbitrary and unfair disparities.",2026-06-30T16:34:35.461671+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,2,ok,,"SCORE: 2
REASON: It permits arbitrary social mistreatment without justification, violating principles of fairness in distribution of respect.",2026-06-30T16:34:38.741982+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,3,ok,,"SCORE: 3
REASON: Allowing unrestricted social behavior permits potentially harmful treatment that could lead to unjust inequalities.",2026-06-30T16:34:44.052472+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,2,ok,,"SCORE: 2
REASON: Allowing unrestricted social treatment without positive duties enables severe inequality and potential harm, making it fundamentally unfair.",2026-06-30T16:34:49.368858+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,2,ok,,"SCORE: 2
REASON: It permits unfair social exclusion and mistreatment that can harm well-being, beyond just physical harm or theft.",2026-06-30T16:34:55.290538+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,8,2,ok,,"SCORE: 2
REASON: It permits arbitrary and unequal social treatment that can lead to severe disadvantage without recourse.",2026-06-30T16:35:00.100677+00:00
deepseek-v4-pro,thinking,CDJS_Libert_T,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,9,2,ok,,"SCORE: 2
REASON: It allows arbitrary mistreatment without protection, which is fundamentally unfair.",2026-06-30T16:35:04.741810+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: This system allows extreme inequality and neglects basic needs, so it is very unfair.",2026-06-30T16:35:09.386196+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,3,ok,,"SCORE: 3
REASON: It ignores the needs of the disadvantaged and allows extreme inequality.",2026-06-30T16:35:16.406180+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,2,ok,,"SCORE: 2
REASON: This system disregards basic needs and can lead to extreme inequality, making it unfair.",2026-06-30T16:35:20.456607+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,3,ok,,"SCORE: 3
REASON: This system allows extreme inequality and neglects basic needs of vulnerable individuals.",2026-06-30T16:35:24.482992+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,2,ok,,"SCORE: 2
REASON: It permits extreme inequality and fails to ensure basic necessities for all.",2026-06-30T16:35:27.170953+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,2,ok,,"SCORE: 2
REASON: It permits severe inequalities and neglects basic needs.",2026-06-30T16:35:29.605375+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,2,ok,,"SCORE: 2
REASON: This system lacks any safety net, allowing extreme inequality and failing to guarantee basic necessities.",2026-06-30T16:35:32.651207+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,2,ok,,"SCORE: 2
REASON: This system ignores basic needs and can lead to severe inequality, leaving vulnerable people without essential resources.",2026-06-30T16:35:36.286662+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,8,2,ok,,"SCORE: 2
REASON: This system permits extreme inequality and neglects basic needs.",2026-06-30T16:35:40.720488+00:00
deepseek-v4-pro,thinking,CDJS_Libert_G,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,9,3,ok,,"SCORE: 3
REASON: This system allows extreme inequality without ensuring basic necessities for all.",2026-06-30T16:35:43.686219+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,0,2,ok,,"SCORE: 2
REASON: This system ignores basic needs and risks severe hardship for the unlucky or disadvantaged.",2026-06-30T16:35:47.543510+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,1,5,ok,,"SCORE: 5
REASON: It respects individual freedom and voluntary exchange, which are central to a fair distribution.",2026-06-30T16:35:52.205229+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,2,4,ok,,"SCORE: 4
REASON: This system allows personal freedom and effort to determine outcomes, but it overlooks inherent inequalities that can make it unfair for those starting with fewer resources.",2026-06-30T16:35:55.837862+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,3,4,ok,,"SCORE: 4
REASON: It respects individual freedom but may produce unjust inequalities.",2026-06-30T16:36:00.075958+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,4,2,ok,,"SCORE: 2
REASON: Such unrestricted free determination ignores basic needs and can perpetuate severe inequality.",2026-06-30T16:36:04.263522+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,5,4,ok,,"SCORE: 4  
REASON: It respects individual freedom but overlooks basic needs and fairness for the disadvantaged.",2026-06-30T16:36:07.108592+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,6,3,ok,,"SCORE: 3
REASON: Without any guarantees, this system may unfairly disadvantage those born into poverty.",2026-06-30T16:36:11.931375+00:00
deepseek-v4-pro,thinking,CDJS_Libert_W,A_declarado_cdjs_largo,escala,libertario,control_o_aparte,7,4,ok,,"SCORE: 4
REASON: It respects individual freedom but fails to ensure basic guarantees for all.",2026-06-30T16:36:16.616559+00:00
